"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EVAP","MNPN","MXPN","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDMV","WESD","WESF"
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-19",,,,"0.0",,,,"16.1","-5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-20",,,,"0.0",,,,"17.8","-3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-21",,,,"0.0",,,,"13.9","-2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-22",,,,"0.0",,,,"8.3","-5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-23",,,,"0.0",,,,"8.9","-8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-24",,,,"0.0",,,,"12.2","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-25",,,,"0.0",,,,"13.3","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-26",,,,"0.0",,,,"11.7","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-27",,,,"2.0",,,,"12.2","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-28",,,,"0.0",,,,"11.1","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-29",,,,"2.0",,,,,"2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-30",,,,"0.0",,,,,,,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-05-31",,,,"0.0",,,,"21.1","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-01",,,,"0.0",,,,"21.7","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-02",,,,"0.0",,,,"20.0","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-03",,,,"0.0",,,,"22.2","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-04",,,,"0.0",,,,"21.1","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-05",,,,"0.0",,,,"20.0","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-06",,,,"0.0",,,,"22.8","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-07",,,,"0.0",,,,"24.4","3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-08",,,,"0.0",,,,"26.1","5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-09",,,,"0.0",,,,"25.0","8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-10",,,,"0.0",,,,"15.0","4.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-11",,,,"0.0",,,,"17.2","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-12",,,,"0.0",,,,"17.2","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-13",,,,"0.0",,,,"15.6","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-14",,,,"0.0",,,,"17.8","-4.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-15",,,,"0.0",,,,"17.2","-5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-16",,,,"0.0",,,,"17.8","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-17",,,,"0.0",,,,"18.3","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-18",,,,"0.0",,,,"15.0","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-19",,,,"0.0",,,,"12.8","-3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-20",,,,"0.0",,,,"14.4","-3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-21",,,,"0.0",,,,"16.1","-2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-22",,,,"0.0",,,,"18.9","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-23",,,,"0.0",,,,"14.4","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-24",,,,"0.0",,,,"8.3","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-25",,,,"0.0",,,,"13.9","6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-26",,,,"0.0",,,,"23.9","-0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-27",,,,"0.0",,,,"25.0","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-28",,,,"0.0",,,,"26.1","7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-29",,,,"0.0",,,,"26.7","7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-06-30",,,,"0.0",,,,"26.7","7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-01",,,,"0.0",,,,"26.7","8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-02",,,,"0.0",,,,"26.1","12.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-03",,,,"12.2",,,,"25.0","6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-04",,,,"0.3",,,,"26.1","8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-05",,,,"0.0",,,,"24.4","7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-06",,,,"0.0",,,,"22.2","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-07",,,,"0.0",,,,"22.2","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-08",,,,"0.0",,,,"22.2","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-09",,,,"0.0",,,,"20.6","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-10",,,,"0.0",,,,"22.2","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-11",,,,"0.0",,,,"21.1","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-12",,,,"0.0",,,,"19.4","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-13",,,,"0.0",,,,"20.6","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-14",,,,"0.0",,,,"20.6","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-15",,,,"0.0",,,,"21.7","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-16",,,,"0.0",,,,"22.2","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-17",,,,"0.0",,,,"20.0","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-18",,,,"0.0",,,,"23.3","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-19",,,,"0.0",,,,"25.0","4.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-20",,,,"0.0",,,,"27.2","7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-21",,,,"0.0",,,,"27.2","7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-22",,,,"0.0",,,,"27.8","7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-23",,,,"1.5",,,,"22.2","8.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-24",,,,"0.5",,,,"16.7","5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-25",,,,"0.0",,,,"22.2","6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-26",,,,"6.4",,,,"23.3","6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-27",,,,"0.3",,,,"22.2","6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-28",,,,"0.0",,,,"20.6","5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-29",,,,"0.0",,,,"20.6","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-30",,,,"0.0",,,,"19.4","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-07-31",,,,"0.0",,,,"20.6","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-01",,,,"0.0",,,,"20.6","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-02",,,,"0.0",,,,"17.8","-1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-03",,,,"0.0",,,,"20.6","-0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-04",,,,"0.0",,,,"21.1","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-05",,,,"0.0",,,,"22.8","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-07",,,,"0.0",,,,"21.1","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-08",,,,"0.0",,,,"17.8","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-09",,,,"0.0",,,,"17.2","-1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-10",,,,"0.0",,,,"17.8","-2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-11",,,,"0.0",,,,"17.8","-0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-12",,,,"0.0",,,,"19.4","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-13",,,,"0.0",,,,"20.0","-0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-14",,,,"0.0",,,,"21.7","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-15",,,,"0.0",,,,"22.8","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-16",,,,"0.0",,,,"21.7","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-17",,,,"0.0",,,,"21.7","3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-18",,,,"0.0",,,,"22.8","5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-19",,,,"0.0",,,,"22.8","7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-20",,,,"7.6",,,,"22.2","5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-21",,,,"6.9",,,,"22.2","5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-22",,,,"0.5",,,,"20.0","6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-23",,,,"0.0",,,,"19.4","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-24",,,,"0.0",,,,"18.9","-1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-25",,,,"0.0",,,,"18.3","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-26",,,,"0.0",,,,"17.2","0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-27",,,,"0.0",,,,"18.3","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-28",,,,"0.0",,,,"18.9","5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-29",,,,"0.0",,,,"20.0","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-30",,,,"0.0",,,,"20.6","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-08-31",,,,"0.0",,,,"22.2","5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-01",,,,"0.0",,,,"20.6","5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-02",,,,"0.0",,,,"20.6","4.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-03",,,,"0.0",,,,"19.4","8.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-04",,,,"0.3",,,,"17.8","3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-05",,,,"0.0",,,,"20.6","5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-06",,,,"0.0",,,,"19.4","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-07",,,,"0.0",,,,"21.1","0.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-08",,,,"0.0",,,,"21.1","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-09",,,,"0.0",,,,"20.6","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-10",,,,"0.0",,,,"21.1","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-13",,,,"0.0",,,,"19.4","2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-14",,,,"0.3",,,,"20.0","3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-15",,,,"0.0",,,,"21.1","1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-16",,,,"0.0",,,,"19.4","2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-17",,,,"0.0",,,,"20.0","-0.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-18",,,,"0.0",,,,"14.4","-5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-19",,,,"0.0",,,,"18.9","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-21",,,,"0.0",,,,"19.4","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-22",,,,"25.4","102.0","102.0",,"9.4","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-23",,,,"0.0",,"0.0",,"7.2","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-24",,,,"0.0",,"0.0",,"16.7","-2.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-25",,,,"0.0",,,,"13.9","1.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-26",,,,"0.0","0.0","0.0",,"6.1","-5.6",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-27",,,,"1.8","51.0","51.0",,"5.0","-9.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-28",,,,"0.0","0.0","0.0",,"10.6","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-29",,,,"0.0",,,,"13.9","-3.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-09-30",,,,"0.0",,,,"13.3","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-01",,,,"0.0",,,,"13.9","-7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-02",,,,"0.0",,,,"15.0","-7.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-03",,,,"0.0",,,,"12.8","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-04",,,,"0.0",,,,"7.8","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-05",,,,"0.0",,,,"10.0","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-06",,,,"0.0",,,,"9.4","-6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-07",,,,"0.0",,,,"13.9","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-08",,,,"0.0",,,,"12.2","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-09",,,,"0.0",,,,"12.8","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-10",,,,"0.0",,,,"12.2","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-11",,,,"0.0",,,,"15.0","-5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-12",,,,"0.0",,,,"11.7","-1.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-13",,,,"0.0",,,,"12.8","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-14",,,,"0.0",,,,"10.0","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-15",,,,"0.0",,,,"7.8","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-16",,,,"0.0",,,,"7.2","-6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-17",,,,"0.0",,,,"12.2","-8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-18",,,,"0.0",,,,"8.9","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-19",,,,"0.0",,,,"5.0","-6.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-20",,,,"0.0",,,,"2.8","-2.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-21",,,,"7.6","102.0","102.0",,"-1.7","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-22",,,,"0.0",,"76.0",,"-3.3","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-23",,,,"0.0",,"51.0",,"2.2","-4.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-24",,,,"0.0",,"51.0",,"5.6","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-25",,,,"0.0",,"25.0",,"12.2","-8.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-26",,,,"0.0",,,,"11.1","-6.7",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-27",,,,"0.0",,,,"8.3","-3.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-28",,,,"0.0",,,,"5.6","-5.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-29",,,,"0.0",,,,"8.9","-8.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-11-30",,,,"0.0",,,,"8.9","-10.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-01",,,,"0.0",,,,"15.0","-8.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-02",,,,"0.0",,,,"8.3","-7.8",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-03",,,,"8.9","127.0","127.0",,"1.7","-15.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-04",,,,"0.0",,"102.0",,"-6.1","-23.9",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-05",,,,"0.0",,"102.0",,"-5.0","-28.3",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-06",,,,"0.0",,"102.0",,"-6.1","-24.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-07",,,,"16.5","254.0","356.0",,"-9.4","-26.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-08",,,,"0.0",,"254.0",,"-5.6","-27.2",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-09",,,,"0.0",,"229.0",,"2.8","-21.1",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-10",,,,"0.0",,"203.0",,"7.8","-20.0",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-11",,,,"0.0",,"203.0",,"8.3","-14.4",,,
"USC00049063","TUOLUMNE MEADOWS RANGER STATION, CA US","37.8769","-119.3436","2649.9","2013-12-12",,,,"0.0",,"203.0",,"8.3","-16.1",,,
