"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT08"
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-22",,,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-23",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-25",,,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-26",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-27",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-28",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-29",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-06-30",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-01",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-02",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-03",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-04",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-05",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-06",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-07",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-08",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-09",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-10",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-11",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-12",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-13",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-14",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-15",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-16",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-17",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-18",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-19",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-20",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-21",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-22",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-23",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-24",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-25",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-26",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-27",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-28",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-29",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-30",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-07-31",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-01",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-02",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-03",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-04",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-05",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-06",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-09",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-10",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-11",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-12",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-13",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-14",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-15",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-16",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-17",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-18",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-19",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-20",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-21",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-22",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-23",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-24",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-25",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-26",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-27",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-28",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-29",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-30",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-08-31",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-01",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-02",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-03",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-04",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-05",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-06",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-07",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-08",,,,,"0.41",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-09",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-10",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-11",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-12",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-13",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-14",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-15",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-16",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-17",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-18",,,,,"0.32",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-19",,,,,"0.18",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-20",,,,,"0.51",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-21",,,,,"0.23",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-22",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-23",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-24",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-25",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-26",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-27",,,,,"0.00","0.0",,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-28",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-29",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-09-30",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-01",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-02",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-03",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-04",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-05",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-06",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-07",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-08",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-09",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-10",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-11",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-12",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-13",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-14",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-15",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-16",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-17",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-18",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-19",,,,,"0.10",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-20",,,,,"2.21",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-21",,,,,"0.56",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-22",,,,,"0.45",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-23",,,,,"0.62",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-24",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-25",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-26",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-27",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-28",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-29",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-30",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-10-31",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-01",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-02",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-03",,,,,"1.20",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-04",,,,,"0.15",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-05",,,,,"0.13",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-06",,,,,"0.54",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-07",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-08",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-09",,,,,"1.70",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-10",,,,,"1.62",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-11",,,,,"0.15",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-12",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-13",,,,,"0.71",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-14",,,,,"0.39",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-15",,,,,"0.04",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-16",,,,,"1.42",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-17",,,,,"0.33",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-18",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-19",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-20",,,,,"1.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-21",,,,,"1.52",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-22",,,,,"0.28",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-23",,,,,"1.44",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-28",,"    5","2.04",,,,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-29",,,,,"0.37",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-11-30",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-01",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-02",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-03",,,,,"1.22",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-04",,,,,"0.03",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-05",,,,,"0.02",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-06",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-07",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-08",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-09",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-10",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-11",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-12",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-13",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-14",,,,,"0.00",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-15",,,,,"0.01",,,,,,,,,,,,,,,,
"US1CADN0006","SMITH RIVER 1.1 SSE, CA US","41.915283203125","-124.135986328125","36.6","2017-12-16",,,,,"0.02",,,,,,,,,,,,,,,,
