"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD","WESF"
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-08-30","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-08-31","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-01","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-02","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-03","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-04","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-05","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-06","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-07","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-08","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-09","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-10","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-11","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-12","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-13","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-14","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-15","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-16","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-17","0.17","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-18","0.52","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-19","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-20","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-21","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-22","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-23","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-24","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-25","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-26","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-27","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-28","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-29","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-09-30","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-01","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-02","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-03","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-04","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-05","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-06","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-07","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-08","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-09","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-10","0.04","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-11","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-12","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-13","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-14","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-15","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-16","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-17","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-18","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-19","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-20","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-21","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-22","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-23","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-24","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-25","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-26","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-27","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-28","0.48","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-29","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-30","0.01","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-10-31","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-01","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-02","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-03","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-04","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-05","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-06","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-07","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-08","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-09","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-10","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-11","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-12","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-13","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-14","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-15","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-16","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-17","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-18","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-19","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-20","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-21","1.43","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-22","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-23","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-24","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-25","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-26","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-27","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-28","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-29","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-11-30","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-01","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-02","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-03","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-04","0.30","0.4","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-05","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-06","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-07","1.08","12.6","12.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-08","0.12","2.0","14.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-09","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-10","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-11","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-12","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-13","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-14","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-15","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-16","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-17","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-18","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-19","0.01","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-21","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-22","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-23","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-25","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-26","0.00","0.0",,,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-27","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-28","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-29","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-30","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2013-12-31","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-01","0.00","0.0","0.0",,"55","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-02","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-03","0.00","0.0","0.0",,"58","35",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-04","0.00","0.0","0.0",,"58","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-05","0.00","0.0","0.0",,"58","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-06","0.00","0.0","0.0",,"56","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-07","0.00","0.0","0.0",,"57","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-08","0.00","0.0","0.0",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-09","0.00","0.0","0.0",,"51","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-10","0.00","0.0","0.0",,"46","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-11","0.00","0.0","0.0",,"53","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-12","0.07","0.0","0.0",,"46","29",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-15","0.00","0.0","0.0",,"68","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-16","0.00","0.0","0.0",,"65","43",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-18","0.00","0.0","0.0",,"65","37",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-19","0.00","0.0","0.0",,"60","37",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-20","0.00","0.0","0.0",,"60","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-21","0.00","0.0","0.0",,"60","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-22","0.00","0.0","0.0",,"60","35",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-23","0.00","0.0","0.0",,"59","37",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-26","0.00","0.0","0.0",,"57","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-27","0.00","0.0","0.0",,"57","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-28","0.00","0.0","0.0",,"55","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-30","1.50","0.0","0.0",,"55","38",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-01-31","0.41","1.2","1.0",,"55","28",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-01","0.01","0.0","0.0",,"37","25",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-02","0.00","0.0","0.0",,"39","26",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-03","0.00","0.0","0.0",,"34","25",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-05","0.01","0.0","0.0",,"38","23",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-06","0.00","0.0","0.0",,"41","23",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-07","0.10","1.2","1.0",,"36","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-08","1.65","0.0","0.0",,"40","33",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-09","6.05","0.2","0.0",,"42","39",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-10","2.30","0.0","0.0",,"43","39",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-11","0.01","0.0","0.0",,"47","30",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-12","0.00","0.0","0.0",,"51","31",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-13","0.00","0.0","0.0",,"56","37",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-14","0.00","0.0","0.0",,"57","38",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-15","0.00","0.0","0.0",,"60","39",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-16","0.35","0.0","0.0",,"54","37",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-17","0.00","0.0","0.0",,"51","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-18","0.00","0.0","0.0",,"50","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-20","0.00","0.0","0.0",,"53","31",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-21","0.00","0.0","0.0",,"52","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-22","0.00","0.0","0.0",,"54","33",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-23","0.00","0.0","0.0",,"53","33",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-25","0.00","0.0","0.0",,"57","36",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-26","0.00","0.0","0.0",,"59","34",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-27","2.24","0.1","0.0",,"59","32",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-02-28","0.50","0.0","0.0",,"44","33",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-01","0.90","5.0","5.0",,"39","24",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-02","0.37","3.1","6.0",,"39","24",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-03","0.01","0.0",,,"39","27",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-04","0.00","0.0",,,"44","30",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-05","0.00","0.0",,,"43","27",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-06","0.00","0.0","0.0",,"49","33",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-07","0.00","0.0","0.0",,"58","39",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-08","0.00","0.0","0.0",,"66","41",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-09","0.00","0.0","0.0",,"69","43",,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","2014-04-10","0.00","0.0","0.0",,"66","42",,
